 FASTA header,location, IDR start, IDR end
sp|F4IRB4|MYB88_ARATH Transcription factor MYB88 OS=Arabidopsis thaliana OX=3702 GN=MYB88 PE=1 SV=1,middle,147,250
sp|F4IRB4|MYB88_ARATH Transcription factor MYB88 OS=Arabidopsis thaliana OX=3702 GN=MYB88 PE=1 SV=1,C-terminal,319,484
tr|F4J7V2|F4J7V2_ARATH Class II aminoacyl-tRNA and biotin synthetases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At3g30805 PE=4 SV=1,N-terminal,1,86
tr|F4JG03|F4JG03_ARATH Tetratricopeptide repeat (TPR)-like superfamily protein OS=Arabidopsis thaliana OX=3702 GN=TPR8 PE=1 SV=1,middle,51,113
tr|F4JG03|F4JG03_ARATH Tetratricopeptide repeat (TPR)-like superfamily protein OS=Arabidopsis thaliana OX=3702 GN=TPR8 PE=1 SV=1,C-terminal,298,427
sp|F4JSU0|MYB87_ARATH Transcription factor MYB87 OS=Arabidopsis thaliana OX=3702 GN=MYB87 PE=2 SV=1,C-terminal,130,305
tr|F4JVS7|F4JVS7_ARATH mitogen-activated protein kinase kinase kinase OS=Arabidopsis thaliana OX=3702 GN=MAPKKK16 PE=3 SV=1,C-terminal,251,444
tr|F4K2W9|F4K2W9_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=MAB16.4 PE=1 SV=1,middle,159,223
tr|F4KAT5|F4KAT5_ARATH Zinc ion binding / DNA binding protein OS=Arabidopsis thaliana OX=3702 GN=MBK5.18 PE=1 SV=1,middle,161,272
tr|F4KAT5|F4KAT5_ARATH Zinc ion binding / DNA binding protein OS=Arabidopsis thaliana OX=3702 GN=MBK5.18 PE=1 SV=1,middle,343,398
tr|F4KDS0|F4KDS0_ARATH Methionine-tRNA ligase OS=Arabidopsis thaliana OX=3702 GN=At5g02680 PE=4 SV=2,N-terminal,1,45
sp|O04590|PPR88_ARATH Pentatricopeptide repeat-containing protein At1g62260; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=PCMP-E10 PE=2 SV=1,N-terminal,1,38
sp|O49545|BAME1_ARATH Leucine-rich repeat receptor-like serine/threonine-protein kinase BAM1 OS=Arabidopsis thaliana OX=3702 GN=BAM1 PE=1 SV=1,C-terminal,966,1003
sp|O65416|SKI27_ARATH F-box protein SKIP27 OS=Arabidopsis thaliana OX=3702 GN=SKIP27 PE=1 SV=2,N-terminal,1,129
sp|O65416|SKI27_ARATH F-box protein SKIP27 OS=Arabidopsis thaliana OX=3702 GN=SKIP27 PE=1 SV=2,C-terminal,169,225
sp|O65472|CRK12_ARATH Putative cysteine-rich receptor-like protein kinase 12 OS=Arabidopsis thaliana OX=3702 GN=CRK12 PE=3 SV=3,C-terminal,628,659
sp|O80875|SMXL7_ARATH Protein SMAX1-LIKE 7 OS=Arabidopsis thaliana OX=3702 GN=SMXL7 PE=1 SV=1,middle,376,607
sp|O80875|SMXL7_ARATH Protein SMAX1-LIKE 7 OS=Arabidopsis thaliana OX=3702 GN=SMXL7 PE=1 SV=1,middle,816,875
sp|O81313|IND_ARATH Transcription factor IND OS=Arabidopsis thaliana OX=3702 GN=IND PE=1 SV=3,N-terminal,1,39
sp|O81864|FK171_ARATH Peptidyl-prolyl cis-trans isomerase FKBP17-1; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=FKBP17-1 PE=2 SV=1,N-terminal,1,79
sp|P0C7R4|PP110_ARATH Pentatricopeptide repeat-containing protein At1g69290 OS=Arabidopsis thaliana OX=3702 GN=At1g69290 PE=2 SV=1,N-terminal,1,62
sp|P0DKI0|SDH31_ARATH Succinate dehydrogenase subunit 3-1; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=SDH3-1 PE=1 SV=1,N-terminal,1,135
sp|P58223|Y4837_ARATH KH domain-containing protein At4g18375 OS=Arabidopsis thaliana OX=3702 GN=At4g18375 PE=2 SV=1,middle,465,534
tr|Q0WRX5|Q0WRX5_ARATH HSP40/DnaJ peptide-binding protein OS=Arabidopsis thaliana OX=3702 GN=At1g44160 PE=1 SV=1,N-terminal,1,185
tr|Q0WU16|Q0WU16_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At2g05632 PE=2 SV=1,IDP,1,52
tr|Q1G325|Q1G325_ARATH Serine/threonine-protein phosphatase 6 regulatory subunit OS=Arabidopsis thaliana OX=3702 GN=At1g08005 PE=2 SV=1,IDP,1,55
sp|Q39163|TGA5_ARATH Transcription factor TGA5 OS=Arabidopsis thaliana OX=3702 GN=TGA5 PE=1 SV=2,N-terminal,1,48
sp|Q3EB59|CSPLF_ARATH CASP-like protein 3A1 OS=Arabidopsis thaliana OX=3702 GN=At3g16300 PE=3 SV=1,N-terminal,1,33
sp|Q42342|CYB5E_ARATH Cytochrome b5 isoform E OS=Arabidopsis thaliana OX=3702 GN=CYTB5-E PE=1 SV=2,IDP,1,134
sp|Q52K95|PCP14_ARATH Precursor of CEP14 OS=Arabidopsis thaliana OX=3702 GN=CEP14 PE=2 SV=1,IDP,1,107
tr|Q58FZ9|Q58FZ9_ARATH Cell differentiation; Rcd1-like protein OS=Arabidopsis thaliana OX=3702 GN=NOT9C PE=1 SV=1,N-terminal,1,38
sp|Q680D9|Y5475_ARATH B3 domain-containing protein At5g25475 OS=Arabidopsis thaliana OX=3702 GN=At5g25475 PE=2 SV=1,middle,121,175
sp|Q6NMI3|COG6_ARATH Conserved oligomeric Golgi complex subunit 6 OS=Arabidopsis thaliana OX=3702 GN=COG6 PE=1 SV=1,middle,478,520
sp|Q6NQD9|MD19B_ARATH Probable mediator of RNA polymerase II transcription subunit 19b OS=Arabidopsis thaliana OX=3702 GN=MED19B PE=2 SV=1,IDP,1,207
sp|Q6PUA2|TAF1B_ARATH Transcription initiation factor TFIID subunit 1b OS=Arabidopsis thaliana OX=3702 GN=TAF1B PE=2 SV=1,N-terminal,1,489
sp|Q6PUA2|TAF1B_ARATH Transcription initiation factor TFIID subunit 1b OS=Arabidopsis thaliana OX=3702 GN=TAF1B PE=2 SV=1,middle,988,1665
sp|Q84P26|4CLL8_ARATH 4-coumarate--CoA ligase-like 8 OS=Arabidopsis thaliana OX=3702 GN=4CLL8 PE=2 SV=2,N-terminal,1,33
sp|Q8L7W2|NUDT8_ARATH Nudix hydrolase 8 OS=Arabidopsis thaliana OX=3702 GN=NUDT8 PE=2 SV=2,N-terminal,1,94
tr|Q8LFV5|Q8LFV5_ARATH At1g11380 OS=Arabidopsis thaliana OX=3702 GN=At1g11380 PE=1 SV=1,N-terminal,1,80
sp|Q8S3F1|BH020_ARATH Transcription factor NAI1 OS=Arabidopsis thaliana OX=3702 GN=NAI1 PE=2 SV=1,N-terminal,1,128
sp|Q8VZ67|Y4919_ARATH Uncharacterized zinc finger CCHC domain-containing protein At4g19190 OS=Arabidopsis thaliana OX=3702 GN=At4g19190 PE=2 SV=1,C-terminal,114,595
sp|Q8W4Q3|PIRL3_ARATH Plant intracellular Ras-group-related LRR protein 3 OS=Arabidopsis thaliana OX=3702 GN=PIRL3 PE=2 SV=1,C-terminal,425,464
tr|Q941A7|Q941A7_ARATH AT4g20760/F21C20_110 OS=Arabidopsis thaliana OX=3702 GN=At4g20750 PE=1 SV=1,N-terminal,1,44
sp|Q9C519|WRKY6_ARATH WRKY transcription factor 6 OS=Arabidopsis thaliana OX=3702 GN=WRKY6 PE=1 SV=1,N-terminal,1,149
sp|Q9C519|WRKY6_ARATH WRKY transcription factor 6 OS=Arabidopsis thaliana OX=3702 GN=WRKY6 PE=1 SV=1,middle,202,308
sp|Q9C519|WRKY6_ARATH WRKY transcription factor 6 OS=Arabidopsis thaliana OX=3702 GN=WRKY6 PE=1 SV=1,C-terminal,369,553
tr|Q9C8W5|Q9C8W5_ARATH At1g71970/F17M19_12 OS=Arabidopsis thaliana OX=3702 GN=At1g71970 PE=1 SV=1,IDP,1,225
sp|Q9FIZ3|GSO2_ARATH LRR receptor-like serine/threonine-protein kinase GSO2 OS=Arabidopsis thaliana OX=3702 GN=GSO2 PE=1 SV=2,middle,863,937
sp|Q9FY89|VP202_ARATH Vacuolar protein sorting-associated protein 20 homolog 2 OS=Arabidopsis thaliana OX=3702 GN=VPS20.2 PE=1 SV=1,C-terminal,165,216
tr|Q9LK14|Q9LK14_ARATH MYB-like DNA-binding domain protein OS=Arabidopsis thaliana OX=3702 GN=MYB305 PE=4 SV=1,C-terminal,167,269
sp|Q9LN22|PPR54_ARATH Pentatricopeptide repeat-containing protein At1g20300; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At1g20300 PE=2 SV=1,N-terminal,1,53
sp|Q9LND1|ERF94_ARATH Ethylene-responsive transcription factor ERF094 OS=Arabidopsis thaliana OX=3702 GN=ERF094 PE=2 SV=1,N-terminal,1,88
sp|Q9LND1|ERF94_ARATH Ethylene-responsive transcription factor ERF094 OS=Arabidopsis thaliana OX=3702 GN=ERF094 PE=2 SV=1,C-terminal,153,244
sp|Q9LQ28|ERF22_ARATH Ethylene-responsive transcription factor ERF022 OS=Arabidopsis thaliana OX=3702 GN=ERF022 PE=2 SV=1,IDP,1,184
sp|Q9LRP1|NPS13_ARATH Novel plant SNARE 13 OS=Arabidopsis thaliana OX=3702 GN=NPSN13 PE=1 SV=1,middle,110,186
sp|Q9LUE1|GGPP9_ARATH Geranylgeranyl pyrophosphate synthase 9; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=GGPPS9 PE=1 SV=1,N-terminal,1,62
sp|Q9LUM1|LOR11_ARATH Protein LURP-one-related 11 OS=Arabidopsis thaliana OX=3702 GN=At3g14260 PE=2 SV=1,N-terminal,1,44
tr|Q9LXZ4|Q9LXZ4_ARATH GroES-like zinc-binding alcohol dehydrogenase family protein OS=Arabidopsis thaliana OX=3702 GN=T5P19_110 PE=1 SV=1,N-terminal,1,37
tr|Q9M2T6|Q9M2T6_ARATH glucan endo-1;3-beta-D-glucosidase OS=Arabidopsis thaliana OX=3702 GN=T22E16.90 PE=1 SV=1,N-terminal,1,35
sp|Q9S720|PPD3_ARATH PsbP domain-containing protein 3; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PPD3 PE=1 SV=2,N-terminal,1,81
tr|Q9SCQ3|Q9SCQ3_ARATH D-galactoside/L-rhamnose binding SUEL lectin protein OS=Arabidopsis thaliana OX=3702 GN=T4D2.10 PE=1 SV=1,N-terminal,1,31
sp|Q9SCY5|KINB2_ARATH SNF1-related protein kinase regulatory subunit beta-2 OS=Arabidopsis thaliana OX=3702 GN=KINB2 PE=1 SV=1,N-terminal,1,90
sp|Q9SIN1|TTL3_ARATH Inactive TPR repeat-containing thioredoxin TTL3 OS=Arabidopsis thaliana OX=3702 GN=TTL3 PE=1 SV=2,N-terminal,1,218
sp|Q9SIU2|NCBP1_ARATH Nuclear cap-binding protein subunit 1 OS=Arabidopsis thaliana OX=3702 GN=ABH1 PE=1 SV=2,middle,753,787
tr|Q9SKB8|Q9SKB8_ARATH Ankyrin repeat family protein OS=Arabidopsis thaliana OX=3702 GN=At2g31820 PE=1 SV=1,N-terminal,1,158
tr|Q9SKB8|Q9SKB8_ARATH Ankyrin repeat family protein OS=Arabidopsis thaliana OX=3702 GN=At2g31820 PE=1 SV=1,C-terminal,629,662
tr|Q9SU37|Q9SU37_ARATH At4g12450 OS=Arabidopsis thaliana OX=3702 GN=At4g12450 PE=2 SV=1,N-terminal,1,102
tr|Q9SU37|Q9SU37_ARATH At4g12450 OS=Arabidopsis thaliana OX=3702 GN=At4g12450 PE=2 SV=1,C-terminal,160,277
sp|Q9SW09|RS101_ARATH Small ribosomal subunit protein eS10z OS=Arabidopsis thaliana OX=3702 GN=RPS10A PE=1 SV=1,C-terminal,89,177
sp|Q9SWW6|CESA7_ARATH Cellulose synthase A catalytic subunit 7 [UDP-forming] OS=Arabidopsis thaliana OX=3702 GN=CESA7 PE=1 SV=1,middle,83,228
sp|Q9SWW6|CESA7_ARATH Cellulose synthase A catalytic subunit 7 [UDP-forming] OS=Arabidopsis thaliana OX=3702 GN=CESA7 PE=1 SV=1,middle,611,687
sp|Q9ZP16|CRK11_ARATH Cysteine-rich receptor-like protein kinase 11 OS=Arabidopsis thaliana OX=3702 GN=CRK11 PE=2 SV=2,N-terminal,1,31
sp|Q9ZP16|CRK11_ARATH Cysteine-rich receptor-like protein kinase 11 OS=Arabidopsis thaliana OX=3702 GN=CRK11 PE=2 SV=2,middle,259,335
tr|Q9ZPY5|Q9ZPY5_ARATH At2g46540/F11C10.23 OS=Arabidopsis thaliana OX=3702 GN=At2g46540 PE=1 SV=2,IDP,1,65
sp|Q9ZQY6|2A5D_ARATH Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B' delta isoform OS=Arabidopsis thaliana OX=3702 GN=B'DELTA PE=1 SV=1,N-terminal,1,60
tr|A0A1I9LL68|A0A1I9LL68_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At3g31560 PE=4 SV=1,IDP,1,79
tr|A0A1I9LN21|A0A1I9LN21_ARATH Phosphoglycerate mutase family protein OS=Arabidopsis thaliana OX=3702 GN=At3g60450 PE=1 SV=1,N-terminal,1,40
sp|A2RVQ5|AGL16_ARATH Agamous-like MADS-box protein AGL16 OS=Arabidopsis thaliana OX=3702 GN=AGL16 PE=1 SV=1,C-terminal,177,240
tr|B3H435|B3H435_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At5g13181 PE=4 SV=1,IDP,1,45
sp|B5X570|NAC14_ARATH NAC domain-containing protein 14 OS=Arabidopsis thaliana OX=3702 GN=NAC014 PE=2 SV=1,C-terminal,181,652
tr|F4HP85|F4HP85_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At1g19620 PE=4 SV=1,C-terminal,67,317
sp|F4HPR5|DRP5A_ARATH Dynamin-related protein 5A OS=Arabidopsis thaliana OX=3702 GN=DRP5A PE=2 SV=1,N-terminal,1,38
sp|F4HPR5|DRP5A_ARATH Dynamin-related protein 5A OS=Arabidopsis thaliana OX=3702 GN=DRP5A PE=2 SV=1,middle,585,694
tr|F4I1G2|F4I1G2_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At1g29355 PE=4 SV=1,IDP,1,307
tr|F4I5T4|F4I5T4_ARATH Ypt/Rab-GAP domain of gyp1p superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At1g04830 PE=1 SV=1,N-terminal,1,99
sp|F4IW10|EFGM2_ARATH Elongation factor G-2; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=MEFG2 PE=1 SV=1,N-terminal,1,50
sp|F4JP43|SWO1_ARATH Protein SWOLLEN 1 OS=Arabidopsis thaliana OX=3702 GN=SWO1 PE=1 SV=1,N-terminal,1,947
sp|F4JP43|SWO1_ARATH Protein SWOLLEN 1 OS=Arabidopsis thaliana OX=3702 GN=SWO1 PE=1 SV=1,middle,1006,1578
sp|F4JP43|SWO1_ARATH Protein SWOLLEN 1 OS=Arabidopsis thaliana OX=3702 GN=SWO1 PE=1 SV=1,C-terminal,1725,2037
tr|O22691|O22691_ARATH At1g04330 OS=Arabidopsis thaliana OX=3702 GN=PH2 PE=2 SV=1,IDP,1,100
tr|O49358|O49358_ARATH Tetratricopeptide repeat (TPR)-like superfamily protein OS=Arabidopsis thaliana OX=3702 GN=F10M6.30 PE=2 SV=1,N-terminal,1,110
sp|O65499|ZAT3_ARATH Zinc finger protein ZAT3 OS=Arabidopsis thaliana OX=3702 GN=ZAT3 PE=1 SV=1,N-terminal,1,76
tr|O80780|O80780_ARATH Expressed protein OS=Arabidopsis thaliana OX=3702 GN=At2g34310 PE=1 SV=2,IDP,1,242
sp|P0DKJ8|FIS2C_ARATH Polycomb group protein FERTILIZATION-INDEPENDENT SEED 2 OS=Arabidopsis thaliana OX=3702 GN=FIS2 PE=2 SV=1,N-terminal,1,68
sp|P0DKJ8|FIS2C_ARATH Polycomb group protein FERTILIZATION-INDEPENDENT SEED 2 OS=Arabidopsis thaliana OX=3702 GN=FIS2 PE=2 SV=1,middle,176,634
sp|P19036|HSP17_ARATH 17.4 kDa class I heat shock protein OS=Arabidopsis thaliana OX=3702 GN=HSP17.4A PE=1 SV=2,IDP,1,156
sp|Q0WVW7|RQL5_ARATH ATP-dependent DNA helicase Q-like 5 OS=Arabidopsis thaliana OX=3702 GN=RECQL5 PE=2 SV=2,N-terminal,1,233
tr|Q1G3R7|Q1G3R7_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At2g41342 PE=4 SV=1,IDP,1,82
sp|Q39066|ECS1_ARATH Protein ECS1 OS=Arabidopsis thaliana OX=3702 GN=ECS1 PE=2 SV=1,IDP,1,95
sp|Q39218|SAT3_ARATH Serine acetyltransferase 3; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=SAT3 PE=1 SV=3,N-terminal,1,111
tr|Q3E8U4|Q3E8U4_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At5g29210 PE=4 SV=1,N-terminal,1,65
tr|Q3ECW0|Q3ECW0_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=FEP3 PE=4 SV=1,IDP,1,50
sp|Q43291|RL211_ARATH Large ribosomal subunit protein eL21z/eL21y OS=Arabidopsis thaliana OX=3702 GN=RPL21A PE=2 SV=2,C-terminal,127,164
tr|Q6DYE2|Q6DYE2_ARATH Plant/protein (DUF793) OS=Arabidopsis thaliana OX=3702 GN=At1g43630 PE=1 SV=1,N-terminal,1,62
tr|Q6DYE2|Q6DYE2_ARATH Plant/protein (DUF793) OS=Arabidopsis thaliana OX=3702 GN=At1g43630 PE=1 SV=1,middle,199,254
tr|Q6DYE2|Q6DYE2_ARATH Plant/protein (DUF793) OS=Arabidopsis thaliana OX=3702 GN=At1g43630 PE=1 SV=1,middle,292,324
sp|Q6NLQ7|RIBA2_ARATH Monofunctional riboflavin biosynthesis protein RIBA 2; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RIBA2 PE=1 SV=1,N-terminal,1,121
sp|Q6NQB7|B3GT7_ARATH Beta-1;3-galactosyltransferase 7 OS=Arabidopsis thaliana OX=3702 GN=B3GALT7 PE=2 SV=1,N-terminal,1,123
sp|Q700D0|TCX8_ARATH Protein tesmin/TSO1-like CXC 8 OS=Arabidopsis thaliana OX=3702 GN=TCX8 PE=1 SV=1,N-terminal,1,66
sp|Q700D0|TCX8_ARATH Protein tesmin/TSO1-like CXC 8 OS=Arabidopsis thaliana OX=3702 GN=TCX8 PE=1 SV=1,C-terminal,120,368
sp|Q84MZ4|TF3A_ARATH Transcription factor IIIA OS=Arabidopsis thaliana OX=3702 GN=TFIIIA PE=1 SV=1,N-terminal,1,69
sp|Q84MZ4|TF3A_ARATH Transcription factor IIIA OS=Arabidopsis thaliana OX=3702 GN=TFIIIA PE=1 SV=1,middle,131,211
sp|Q84QC2|ERF17_ARATH Ethylene-responsive transcription factor ERF017 OS=Arabidopsis thaliana OX=3702 GN=ERF017 PE=2 SV=1,C-terminal,88,185
tr|Q8GSD7|Q8GSD7_ARATH mRNA guanylyltransferase OS=Arabidopsis thaliana OX=3702 GN=At5g01290 PE=1 SV=1,N-terminal,1,50
tr|Q8GSD7|Q8GSD7_ARATH mRNA guanylyltransferase OS=Arabidopsis thaliana OX=3702 GN=At5g01290 PE=1 SV=1,middle,256,302
tr|Q8GX30|Q8GX30_ARATH At2g27402 OS=Arabidopsis thaliana OX=3702 GN=At2g27402 PE=2 SV=1,IDP,1,52
sp|Q8GXH3|OSB2_ARATH Protein OSB2; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=OSB2 PE=1 SV=2,N-terminal,1,78
sp|Q8GXH3|OSB2_ARATH Protein OSB2; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=OSB2 PE=1 SV=2,middle,199,230
tr|Q8GXK2|Q8GXK2_ARATH Uncharacterized protein At5g60840 OS=Arabidopsis thaliana OX=3702 GN=MAE1.8 PE=1 SV=1,N-terminal,1,54
tr|Q8GXK2|Q8GXK2_ARATH Uncharacterized protein At5g60840 OS=Arabidopsis thaliana OX=3702 GN=MAE1.8 PE=1 SV=1,C-terminal,126,207
tr|Q8H1G4|Q8H1G4_ARATH Acetamidase/Formamidase family protein OS=Arabidopsis thaliana OX=3702 GN=At4g37560 PE=1 SV=1,C-terminal,420,452
sp|Q8L7M4|SDN5_ARATH Small RNA degrading nuclease 5 OS=Arabidopsis thaliana OX=3702 GN=SDN5 PE=2 SV=2,N-terminal,1,31
sp|Q8LFD5|Y4323_ARATH Uncharacterized protein At4g13230 OS=Arabidopsis thaliana OX=3702 GN=At4g13230 PE=2 SV=1,IDP,1,120
sp|Q8LGA5|ATL31_ARATH E3 ubiquitin-protein ligase ATL31 OS=Arabidopsis thaliana OX=3702 GN=ATL31 PE=1 SV=2,N-terminal,1,97
sp|Q8LGA5|ATL31_ARATH E3 ubiquitin-protein ligase ATL31 OS=Arabidopsis thaliana OX=3702 GN=ATL31 PE=1 SV=2,C-terminal,171,368
sp|Q8LPF4|AVT1E_ARATH Amino acid transporter AVT1E OS=Arabidopsis thaliana OX=3702 GN=AVT1E PE=2 SV=1,N-terminal,1,133
tr|Q8RWY8|Q8RWY8_ARATH Nucleic acid binding protein OS=Arabidopsis thaliana OX=3702 GN=At1g27750 PE=1 SV=1,N-terminal,1,59
tr|Q8RWY8|Q8RWY8_ARATH Nucleic acid binding protein OS=Arabidopsis thaliana OX=3702 GN=At1g27750 PE=1 SV=1,middle,296,331
tr|Q8RWY8|Q8RWY8_ARATH Nucleic acid binding protein OS=Arabidopsis thaliana OX=3702 GN=At1g27750 PE=1 SV=1,middle,390,494
tr|Q8RWY8|Q8RWY8_ARATH Nucleic acid binding protein OS=Arabidopsis thaliana OX=3702 GN=At1g27750 PE=1 SV=1,middle,677,933
tr|Q8VYD7|Q8VYD7_ARATH 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=MAA21.8 PE=1 SV=1,middle,202,237
tr|Q8VZ30|Q8VZ30_ARATH Uncharacterized protein At5g40500 OS=Arabidopsis thaliana OX=3702 GN=MNF13.2 PE=2 SV=1,N-terminal,1,43
sp|Q93VJ2|IRE1B_ARATH Serine/threonine-protein kinase/endoribonuclease IRE1b OS=Arabidopsis thaliana OX=3702 GN=IRE1B PE=2 SV=1,N-terminal,1,31
sp|Q93VJ2|IRE1B_ARATH Serine/threonine-protein kinase/endoribonuclease IRE1b OS=Arabidopsis thaliana OX=3702 GN=IRE1B PE=2 SV=1,middle,301,448
sp|Q93VJ2|IRE1B_ARATH Serine/threonine-protein kinase/endoribonuclease IRE1b OS=Arabidopsis thaliana OX=3702 GN=IRE1B PE=2 SV=1,middle,631,663
sp|Q93WU7|WRK58_ARATH Probable WRKY transcription factor 58 OS=Arabidopsis thaliana OX=3702 GN=WRKY58 PE=2 SV=2,N-terminal,1,165
sp|Q93WU7|WRK58_ARATH Probable WRKY transcription factor 58 OS=Arabidopsis thaliana OX=3702 GN=WRKY58 PE=2 SV=2,middle,215,293
sp|Q93WU7|WRK58_ARATH Probable WRKY transcription factor 58 OS=Arabidopsis thaliana OX=3702 GN=WRKY58 PE=2 SV=2,C-terminal,358,423
sp|Q93ZL5|CDF2_ARATH Cyclic dof factor 2 OS=Arabidopsis thaliana OX=3702 GN=CDF2 PE=1 SV=2,N-terminal,1,134
sp|Q93ZL5|CDF2_ARATH Cyclic dof factor 2 OS=Arabidopsis thaliana OX=3702 GN=CDF2 PE=1 SV=2,C-terminal,178,457
sp|Q940H7|MES12_ARATH Putative methylesterase 12; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=MES12 PE=2 SV=1,N-terminal,1,87
sp|Q940J9|PMT8_ARATH Probable methyltransferase PMT8 OS=Arabidopsis thaliana OX=3702 GN=At1g04430 PE=2 SV=1,N-terminal,1,81
sp|Q940J9|PMT8_ARATH Probable methyltransferase PMT8 OS=Arabidopsis thaliana OX=3702 GN=At1g04430 PE=2 SV=1,C-terminal,585,623
sp|Q941C7|PSY1_ARATH Protein PSY1 OS=Arabidopsis thaliana OX=3702 GN=PSY1 PE=1 SV=1,IDP,1,75
sp|Q94A57|PHL2_ARATH Protein PHR1-LIKE 2 OS=Arabidopsis thaliana OX=3702 GN=PHL2 PE=1 SV=1,middle,95,136
sp|Q94A57|PHL2_ARATH Protein PHR1-LIKE 2 OS=Arabidopsis thaliana OX=3702 GN=PHL2 PE=1 SV=1,C-terminal,212,295
sp|Q94LA4|HEM22_ARATH Probable delta-aminolevulinic acid dehydratase 2; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=HEMB2 PE=3 SV=1,N-terminal,1,93
sp|Q9C5E5|DGK5_ARATH Diacylglycerol kinase 5 OS=Arabidopsis thaliana OX=3702 GN=DGK5 PE=2 SV=1,N-terminal,1,34
sp|Q9C5E5|DGK5_ARATH Diacylglycerol kinase 5 OS=Arabidopsis thaliana OX=3702 GN=DGK5 PE=2 SV=1,C-terminal,433,509
sp|Q9C823|Y1523_ARATH C-type lectin receptor-like tyrosine-protein kinase At1g52310 OS=Arabidopsis thaliana OX=3702 GN=At1g52310 PE=2 SV=1,N-terminal,1,42
sp|Q9C823|Y1523_ARATH C-type lectin receptor-like tyrosine-protein kinase At1g52310 OS=Arabidopsis thaliana OX=3702 GN=At1g52310 PE=2 SV=1,middle,228,294
sp|Q9FIW5|NAC94_ARATH Putative NAC domain-containing protein 94 OS=Arabidopsis thaliana OX=3702 GN=ANAC094 PE=1 SV=1,C-terminal,150,337
sp|Q9FJP9|SDHB3_ARATH Succinate dehydrogenase [ubiquinone] iron-sulfur subunit 3; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=SDH2-3 PE=1 SV=1,N-terminal,1,66
tr|Q9FJY2|Q9FJY2_ARATH Uncharacterized protein At5g66580 OS=Arabidopsis thaliana OX=3702 GN=At5g66580 PE=2 SV=1,C-terminal,103,156
tr|Q9FML9|Q9FML9_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=MBD2.20 PE=4 SV=1,C-terminal,140,282
sp|Q9FNA9|PDAT1_ARATH Phospholipid:diacylglycerol acyltransferase 1 OS=Arabidopsis thaliana OX=3702 GN=PDAT1 PE=2 SV=1,N-terminal,1,94
sp|Q9LDM4|CCB23_ARATH Cyclin-B2-3 OS=Arabidopsis thaliana OX=3702 GN=CYCB2-3 PE=2 SV=2,N-terminal,1,163
tr|Q9LE58|Q9LE58_ARATH Bromo-adjacent domain protein; putative (DUF3527) OS=Arabidopsis thaliana OX=3702 GN=At4g11450 PE=4 SV=1,N-terminal,1,265
tr|Q9LE58|Q9LE58_ARATH Bromo-adjacent domain protein; putative (DUF3527) OS=Arabidopsis thaliana OX=3702 GN=At4g11450 PE=4 SV=1,middle,384,455
sp|Q9LIN9|PAGR_ARATH Protein PECTIC ARABINOGALACTAN SYNTHESIS-RELATED OS=Arabidopsis thaliana OX=3702 GN=PAGR PE=2 SV=1,N-terminal,1,67
sp|Q9M268|NGA2_ARATH B3 domain-containing transcription factor NGA2 OS=Arabidopsis thaliana OX=3702 GN=NGA2 PE=2 SV=1,C-terminal,135,299
sp|Q9M2U3|ALPL_ARATH Protein ALP1-like OS=Arabidopsis thaliana OX=3702 GN=At3g55350 PE=2 SV=1,N-terminal,1,53
sp|Q9M2U3|ALPL_ARATH Protein ALP1-like OS=Arabidopsis thaliana OX=3702 GN=At3g55350 PE=2 SV=1,C-terminal,362,406
sp|Q9SAG8|DNAJ8_ARATH Chaperone protein dnaJ 8; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ATJ8 PE=2 SV=1,N-terminal,1,56
